Id,Sales
1,4119.96
2,7384.95
3,8561.27
4,6502.2
5,5941.5
6,5476.8
7,7610.9
8,7580.5
9,4752.14
10,5632.7
11,6327.8
12,7784.51
13,6908.76
14,7931.44
15,5340.83
16,4308.64
17,5658.63
18,8487.05
19,10193.9
20,9125.15
21,7273.57
22,5325.62
23,5694.44
24,4155.42
25,7073.46
26,9660.37
27,8440.98
28,5641.7
29,5455.32
30,4690.16
31,5814.41
32,9627.53
33,7707.16
34,4962.6
35,4794.49
36,7034.39
37,3390.94
38,7044.99
39,4587.25
40,6133.34
41,7391.6
42,5232.63
43,7678.32
44,5990.26
45,4674.04
46,6139.67
47,7323.21
48,11502.59
49,5744.27
50,7826.93
51,6240.01
52,9261.1
53,6105.26
54,8846.08
55,4525.37
56,4571.85
57,5892.47
58,5575.36
59,8209.31
60,7420.37
61,5336.88
62,7064.64
63,6341.84
64,10305.33
65,4322.56
66,12669.26
67,4695.41
68,5742.83
69,8147.51
70,5709.16
71,6231.45
72,6006.44
73,7190.97
74,5323.81
75,5602.66
76,7152.08
77,7292.81
78,6755.03
79,4965.14
80,6921.48
81,9694.38
82,6092.89
83,4498.06
84,6643.95
85,5800.81
86,6562.1
87,6396.74
88,3766.08
89,7103.67
90,5709.72
91,7410.16
92,6469.5
93,3831.34
94,5967.48
95,4862.39
96,7356.75
97,8732.66
98,5076.0
99,4747.1
100,6116.91
101,5596.88
102,5364.64
103,7608.69
104,6312.8
105,7099.54
106,5890.68
107,4312.11
108,7552.55
109,8014.73
110,7071.17
111,7978.28
112,7869.66
113,5592.33
114,8126.5
115,5271.7
116,7728.38
117,8964.05
118,6506.92
119,9592.34
120,7467.58
121,7177.28
122,5759.51
123,6928.98
124,8089.64
125,5946.73
126,3860.63
127,5191.13
128,7632.63
129,5794.03
130,4990.26
131,8092.84
132,6290.82
133,5718.79
134,5854.63
135,5070.33
136,6835.32
137,6762.81
138,6384.93
139,5778.75
140,4422.84
141,6467.56
142,3966.61
143,5947.38
144,5187.96
145,8631.56
146,6925.79
147,5865.9
148,8062.27
149,4581.22
150,5628.59
151,9447.29
152,5859.15
153,7975.04
154,7046.41
155,5929.95
156,5826.57
157,5183.22
158,7629.59
159,11104.83
160,6072.17
161,3414.28
162,4667.82
163,8123.31
164,8889.47
165,6211.73
166,7311.67
167,4724.15
168,5389.44
169,3270.44
170,4902.43
171,5800.95
172,6315.74
173,7192.05
174,8338.42
175,7789.44
176,8754.92
177,6708.72
178,4665.95
179,8683.2
180,10093.42
181,6667.13
182,7525.81
183,5044.83
184,6624.87
185,4255.03
186,7006.56
187,5518.06
188,9016.49
189,6921.0
190,8579.02
191,7885.73
192,5049.41
193,8497.7
194,18072.66
195,10051.88
196,5410.31
197,3083.39
198,6007.35
199,9854.68
200,5358.49
201,12689.18
202,17540.4
203,3921.26
204,4806.07
205,8790.13
206,4558.08
207,8754.66
208,6694.14
209,6533.22
210,3931.11
211,6242.22
212,5944.97
213,6844.24
214,8068.98
215,6060.4
216,5593.31
217,6346.44
218,5214.47
219,5020.89
