Id,Sales
1,3954.1511111111113
2,5735.716666666666
3,7305.23
4,4571.188888888889
5,5387.097777777778
6,4614.203333333333
7,6700.156666666667
8,6308.381111111111
9,4103.034916201117
10,4554.323333333334
11,5539.855555555556
12,6305.601111111111
13,5332.162222222222
14,6277.057262569832
15,4500.561111111111
16,3668.759776536313
17,4559.846666666666
18,7736.6211111111115
19,8891.737777777778
20,7827.565555555556
21,6061.5055555555555
22,4411.374444444445
23,4876.792222222222
24,3312.582402234637
25,6980.148888888889
26,7961.778888888889
27,7624.987430167598
28,4953.978888888889
29,4011.508888888889
30,4051.8933333333334
31,4348.825418994414
32,8407.867777777778
33,5653.561111111111
34,4415.684444444444
35,4387.300279329609
36,5934.487777777777
37,3293.242222222222
38,5994.776666666667
39,3504.0333333333333
40,5439.110335195531
41,6103.988826815643
42,4369.862222222222
43,6020.816666666667
44,5155.097765363129
45,3860.518888888889
46,5371.56
47,5759.984444444444
48,8518.91888888889
49,5024.57
50,6430.712222222222
51,6258.412222222222
52,7812.106666666667
53,5473.942222222222
54,7493.295555555555
55,3623.236033519553
56,3803.927777777778
57,5161.575555555555
58,4990.228888888889
59,7369.723463687151
60,6298.531111111111
61,4495.801111111111
62,6272.393333333333
63,5686.775139664805
64,7448.703333333333
65,3218.6877777777777
66,10692.701111111111
67,3883.0155555555557
68,4876.368715083799
69,6943.4111111111115
70,4618.516666666666
71,4939.7444444444445
72,4933.663333333333
73,5871.398888888889
74,4198.392222222222
75,4173.944134078212
76,6328.407821229051
77,6196.458888888889
78,5773.156666666667
79,3515.59
80,6083.336666666667
81,8967.42877094972
82,5369.185555555556
83,3758.5755555555556
84,5602.724444444444
85,5169.162222222222
86,5961.643854748603
87,5992.824022346369
88,3215.3355555555554
89,6425.506666666667
90,4994.556666666666
91,5883.113333333334
92,5975.68
93,3652.7966666666666
94,5420.547777777778
95,4286.491620111732
96,6129.743333333333
97,7581.427374301676
98,4234.0
99,4366.211111111111
100,5079.189944134078
101,4916.8422222222225
102,4485.82122905028
103,6796.13687150838
104,5290.622905027933
105,6180.697777777777
106,4562.1033333333335
107,3811.788888888889
108,5212.968888888889
109,6361.343575418994
110,6685.953910614525
111,6439.611111111111
112,6786.185555555556
113,4556.791899441341
114,6978.712222222222
115,4580.648888888889
116,5878.785555555555
117,7224.216666666666
118,5658.918994413408
119,8024.246666666667
120,6726.1177777777775
121,6355.501396648045
122,4749.006666666667
123,5988.601111111111
124,6425.844444444445
125,5073.343575418994
126,3275.7206703910615
127,4816.013333333333
128,6181.228888888889
129,5912.466666666666
130,4171.645555555556
131,6978.825555555555
132,5713.406424581006
133,4846.381284916201
134,4792.86
135,4371.276666666667
136,6026.126666666667
137,5998.962222222222
138,5245.231843575419
139,4381.468888888889
140,3850.4874301675977
141,5438.175555555556
142,3086.7011173184355
143,5220.142222222222
144,4094.9822222222224
145,7250.517777777778
146,5858.472067039106
147,5593.8379888268155
148,7172.885474860335
149,4415.985555555556
150,3966.5133333333333
151,8851.465555555556
152,5695.275555555556
153,6553.728888888889
154,6388.04
155,4324.985555555556
156,5002.276666666667
157,4474.708100558659
158,5892.695555555556
159,9292.67888888889
160,5185.933333333333
161,2643.9244444444444
162,3977.048888888889
163,6700.263333333333
164,7708.638888888889
165,5157.812849162011
166,5962.828888888889
167,3895.8955555555553
168,4120.16061452514
169,2589.791111111111
170,4042.1344444444444
171,4820.278888888889
172,5418.9111111111115
173,6031.195555555556
174,4893.12
175,6550.607777777778
176,7124.334444444445
177,6273.455555555555
178,3891.777932960894
179,7790.3677777777775
180,9171.33888888889
181,4935.202222222222
182,6234.953333333333
183,4180.927777777778
184,5439.955555555555
185,3389.616666666667
186,5812.829608938548
187,4354.5344444444445
188,7335.102222222222
189,5880.17
190,7118.63
191,6964.767777777778
192,4388.743333333333
193,6996.26
194,15808.144444444444
195,8774.056666666667
196,4752.68
197,2478.5033333333336
198,5174.825555555555
199,8153.256666666667
200,4607.902234636871
201,11467.285555555556
202,20695.975555555557
203,2999.353351955307
204,4073.6022222222223
205,7714.9077777777775
206,4063.947777777778
207,7781.618888888889
208,5165.774444444444
209,5807.437777777778
210,3940.2877777777776
211,6126.594972067039
212,5288.1843575419
213,5933.756666666667
214,7233.724860335195
215,5155.74
216,4861.693333333334
217,5786.825418994414
218,4426.192737430168
219,4251.861111111111
220,6661.340782122905
221,4613.946927374302
222,5250.374444444445
223,5794.078888888889
224,4756.287777777778
225,4317.5055555555555
226,5765.184444444444
227,5749.618888888889
228,6868.775139664805
229,5720.38
230,5844.608888888889
231,4607.52
232,3096.448888888889
233,5022.1177777777775
234,5888.124444444445
235,4391.583333333333
236,3559.1201117318437
237,7632.466666666666
238,5767.114444444444
239,7806.538888888889
240,5484.02
241,4611.518888888889
242,4251.453333333333
243,3526.9455555555555
244,8128.562222222222
245,4390.2988826815645
246,6487.66
