Id,Sales
1,4132.28
2,7420.77
3,8538.92
4,6447.58
5,5947.87
6,5487.32
7,7992.21
8,7525.61
9,4897.75
10,5569.35
11,6604.68
12,7683.14
13,7035.23
14,7908.66
15,5553.46
16,4608.49
17,5655.78
18,8536.1
19,10286.89
20,9296.36
21,7416.71
22,5371.98
23,5834.21
24,4257.3
25,7309.87
26,9713.42
27,8285.15
28,5663.49
29,5330.52
30,4822.87
31,6493.52
32,10265.91
33,7627.37
34,5119.07
35,5073.34
36,7143.67
37,3467.1
38,7114.35
39,4651.87
40,6206.58
41,7557.65
42,5230.59
43,7611.25
44,6021.19
45,4754.26
46,6307.08
47,7350.41
48,11799.29
49,5778.36
50,7778.9
51,6772.15
52,9333.8
53,6174.17
54,8832.05
55,4707.55
56,4661.45
57,5939.65
58,5589.16
59,8255.75
60,7413.81
61,5572.87
62,7216.77
63,6304.73
64,10511.29
65,4535.74
66,12860.23
67,4845.75
68,5731.47
69,8173.4
70,5664.14
71,6371.96
72,5986.56
73,7175.46
74,5487.54
75,5317.36
76,7129.8
77,7410.79
78,6780.05
79,5114.94
80,6924.13
81,9662.3
82,6114.47
83,4579.87
84,6732.72
85,5792.59
86,6554.79
87,6443.01
88,3791.92
89,7039.71
90,5687.45
91,7321.87
92,6437.22
93,3894.44
94,6082.01
95,4805.06
96,7401.44
97,8769.83
98,5393.69
99,4802.46
100,6322.01
101,5810.32
102,5801.15
103,7258.02
104,6333.43
105,7169.75
106,5810.01
107,4402.35
108,7499.45
109,8119.18
110,7411.08
111,7950.75
112,7788.74
113,5647.4
114,8121.59
115,5532.56
116,7618.14
117,8996.5
118,6400.48
119,9566.47
120,7492.41
121,7147.01
122,5833.98
123,6912.24
124,8023.42
125,6224.23
126,3991.31
127,5246.68
128,7650.75
129,5993.19
130,4928.08
131,8039.54
132,6412.54
133,5805.99
134,5904.75
135,5300.66
136,6865.93
137,6762.33
138,6544.71
139,6262.31
140,4698.42
141,6494.68
142,3998.84
143,5928.53
144,5397.21
145,8440.47
146,6823.74
147,5895.68
148,8091.32
149,4825.6
150,5583.63
151,9735.0
152,5941.35
153,8081.49
154,7103.67
155,6010.48
156,5844.66
157,5274.29
158,7721.02
159,11207.56
160,6101.48
161,3766.99
162,4665.73
163,8053.23
164,8744.82
165,6359.72
166,7411.16
167,4814.65
168,5388.68
169,3381.08
170,4913.05
171,5847.23
172,6355.94
173,7214.56
174,8178.02
175,7790.28
176,8705.7
177,6800.8
178,4747.12
179,8656.49
180,10521.63
181,6647.84
182,7445.23
183,5347.92
184,6668.63
185,4330.64
186,7214.91
187,5287.97
188,9022.39
189,6852.69
190,8914.68
191,8481.57
192,5110.41
193,8398.44
194,19826.9
195,11016.31
196,5572.27
197,3517.48
198,6089.52
199,9888.07
200,5529.46
201,12883.18
202,18448.46
203,3978.21
204,5005.55
205,9046.87
206,4706.04
207,8700.62
208,6632.25
209,6608.43
210,4155.18
211,6285.74
212,6097.43
213,6870.35
214,8120.69
215,6055.06
216,5641.98
217,6512.11
218,5439.77
219,5049.83
220,7063.41
221,6074.86
222,6059.54
223,7099.58
224,5966.27
225,5530.66
226,6936.75
227,6633.5
228,7776.11
229,6381.34
230,7298.53
231,5729.62
232,4372.07
233,5919.07
234,6979.39
235,5935.84
236,4813.21
237,8236.72
238,7798.32
239,8437.7
240,6375.35
241,5732.59
242,5257.27
243,4200.94
244,8760.0
245,4938.7
246,7727.36
247,14955.4
248,7131.69
249,8016.19
250,5455.6
251,4720.66
252,6765.61
253,4240.05
254,5952.47
255,10178.15
256,5395.19
257,17053.77
258,13957.45
259,5357.04
260,6851.48
261,5601.54
262,6286.87
263,5443.46
264,10787.75
265,7302.95
266,8499.86
267,4636.61
268,6898.4
269,5039.31
270,8079.21
271,6802.47
272,6190.75
273,6213.32
274,5771.06
275,7771.19
276,9665.54
277,5569.75
278,9576.55
279,6589.99
280,10606.82
281,5631.75
282,5119.24
283,5156.52
284,9636.22
285,6632.92
286,7300.2
287,6126.16
288,8486.75
289,4469.26
290,7859.18
291,6638.36
292,4078.95
293,14632.48
294,18311.44
295,6651.22
296,7536.91
297,9377.32
298,10224.82
299,10585.88
300,5388.74
301,7316.74
302,5565.43
303,7966.14
304,3777.1
305,5782.06
306,5377.67
307,5475.42
308,6774.96
309,5356.1
310,4875.58
311,6348.26
312,4742.47
313,4598.39
314,5738.87
315,6370.15
316,8724.0
317,8274.72
318,6919.22
319,6281.72
320,5861.41
321,11126.34
322,7796.77
323,5321.84
324,5052.74
325,7921.58
326,4468.27
327,6569.46
328,3729.97
329,4816.08
330,7598.41
331,6049.02
332,5318.83
333,8044.62
334,9717.6
335,11378.47
336,5725.22
337,9285.25
338,3109.51
339,5241.55
340,6287.35
341,4638.66
342,6984.38
343,5220.19
344,4781.75
345,8009.96
346,11045.78
347,8569.4
348,5441.54
349,5383.88
350,7747.88
351,7050.78
352,5947.24
353,4879.78
354,6940.48
355,9619.46
356,4483.19
357,6489.11
358,7522.12
359,7541.37
360,13527.34
361,5138.34
362,14593.19
363,6806.52
364,4799.84
365,3995.26
366,5872.42
367,6637.01
368,6121.39
369,6694.31
370,5041.61
371,4844.16
372,6997.93
373,3432.72
374,6973.18
375,6446.04
376,7052.04
377,8010.58
378,6230.84
379,8553.3
380,6235.89
381,5430.25
382,5136.85
383,4839.14
384,10576.86
385,6317.22
386,5272.34
387,7364.05
388,8048.97
389,6914.13
390,6258.85
391,7940.54
392,5273.53
393,6036.51
394,5456.37
395,8823.36
396,6000.18
397,5692.18
398,5574.41
399,5174.14
400,4110.68
401,5510.34
402,8272.92
403,8402.63
404,9972.64
405,11400.08
406,7935.27
407,5892.39
408,4928.61
409,9964.06
410,9714.37
411,7067.89
412,8022.83
413,7790.95
414,5306.16
415,3648.48
416,9676.27
417,6798.8
418,6046.04
419,5912.17
420,3250.18
421,10955.2
422,5692.06
423,5058.23
424,4883.83
425,5775.09
426,6389.05
427,8394.01
428,6521.72
429,4762.47
430,5112.21
431,4279.5
432,3343.57
433,6837.96
434,17590.58
435,5163.9
436,5508.96
437,6176.5
438,5718.79
439,5599.59
440,4928.02
441,4192.94
442,6652.01
443,6950.36
444,4151.01
445,7723.17
446,5292.29
447,4930.12
448,8165.52
449,7951.87
450,9711.52
451,5244.75
452,6794.61
453,4850.4
454,5377.84
455,15142.24
456,8820.38
457,6692.79
458,5647.1
459,5083.76
460,5914.05
461,5491.57
462,11275.55
463,4973.45
464,5604.3
465,7049.75
466,4589.34
467,6304.49
468,6873.57
469,7855.73
470,6596.98
