Id,Sales
1,4016.153333333333
2,7312.446666666667
3,8558.013333333334
4,6498.393333333333
5,5901.766666666666
6,5533.546666666667
7,7580.32
8,7510.3133333333335
9,4610.026666666667
10,5598.746666666667
11,6442.193333333334
12,7798.2
13,6883.533333333334
14,7834.446666666667
15,5234.16
16,4083.5333333333333
17,5703.666666666667
18,8407.4
19,10322.64
20,9179.68
21,7230.28
22,5299.766666666666
23,5775.1866666666665
24,3862.42
25,7136.893333333333
26,9640.986666666666
27,8341.086666666666
28,5604.326666666667
29,5092.12
30,4661.8133333333335
31,5680.2733333333335
32,9567.48
33,7565.986666666667
34,4981.673333333333
35,4675.466666666666
36,6921.993333333333
37,3427.846666666667
38,7019.026666666667
39,4482.453333333333
40,6207.64
41,7641.1466666666665
42,5334.593333333333
43,7688.14
44,5934.673333333333
45,4600.126666666667
46,6159.8133333333335
47,7270.266666666666
48,11500.246666666666
49,5799.106666666667
50,7755.766666666666
51,6135.006666666667
52,9212.88
53,6136.373333333333
54,8750.94
55,4427.213333333333
56,4656.253333333333
57,5850.593333333333
58,5543.053333333333
59,8197.253333333334
60,7513.24
61,5293.233333333334
62,7123.253333333333
63,6182.52
64,10243.793333333333
65,4500.333333333333
66,12618.02
67,4471.546666666667
68,5612.533333333334
69,8114.086666666667
70,5740.333333333333
71,6240.62
72,6003.473333333333
73,7359.08
74,5303.826666666667
75,5468.92
76,7182.733333333334
77,7255.693333333334
78,6699.68
79,4522.006666666667
80,6962.2733333333335
81,9771.153333333334
82,6082.066666666667
83,4425.746666666667
84,6612.92
85,5764.506666666667
86,6333.873333333333
87,6744.12
88,3788.64
89,7104.74
90,5724.106666666667
91,7182.693333333334
92,6300.833333333333
93,3847.04
94,6176.28
95,4720.08
96,7415.453333333333
97,8665.213333333333
98,5027.78
99,4749.346666666666
100,5899.8
101,5639.3533333333335
102,5540.966666666666
103,7252.093333333333
104,6370.586666666667
105,7120.42
106,5848.873333333333
107,4321.193333333334
108,7573.333333333333
109,8042.246666666667
110,6879.366666666667
111,8023.653333333334
112,7878.933333333333
113,5599.306666666666
114,8161.2733333333335
115,5245.673333333333
116,7651.1466666666665
117,8976.113333333333
118,6509.66
119,9620.32
120,7509.973333333333
121,7485.7
122,5801.913333333333
123,6912.333333333333
124,8054.373333333333
125,5767.86
126,3908.88
127,5155.086666666667
128,7554.66
129,5875.333333333333
130,4967.22
131,8208.666666666666
132,6175.026666666667
133,5652.68
134,5824.26
135,5021.513333333333
136,6809.713333333333
137,6776.28
138,6306.7733333333335
139,5633.96
140,4578.613333333334
141,6474.746666666667
142,3977.74
143,5993.426666666666
