Id,Sales
1,4046.5533333333333
2,7405.76
3,8619.92
4,6487.026666666667
5,5863.66
6,5551.486666666667
7,7637.68
8,7631.1466666666665
9,4079.653333333333
10,5571.286666666667
11,6486.9
12,7810.706666666667
13,6883.386666666666
14,7744.5
15,4956.133333333333
16,3886.0466666666666
17,5618.213333333333
18,8439.946666666667
19,10402.593333333334
20,9211.846666666666
21,7099.1
22,5330.553333333333
23,5790.32
24,3970.82
25,7125.36
26,9562.173333333334
27,8301.373333333333
28,5617.093333333333
29,5002.713333333333
30,4659.213333333333
31,5035.846666666666
32,9569.906666666666
33,7586.393333333333
34,4942.3
35,4740.84
36,7026.546666666667
37,3487.5333333333333
38,6931.073333333334
39,4262.373333333333
40,6194.753333333333
41,6823.073333333334
42,5334.1
43,7629.986666666667
44,6022.34
45,4542.6
46,6287.153333333334
47,7317.373333333333
48,11385.22
49,5753.06
50,7714.333333333333
51,6199.24
52,9262.366666666667
53,6126.006666666667
54,8726.933333333332
55,4452.86
56,4706.933333333333
57,5821.92
58,5535.88
59,8247.62
60,7343.58
61,5258.753333333333
62,6945.566666666667
63,6188.746666666667
64,10205.013333333334
65,4446.586666666667
66,12484.24
67,4466.28
68,6030.653333333334
69,8118.153333333334
70,5717.7733333333335
71,6133.293333333333
72,5935.36
73,7176.06
74,5118.553333333333
75,5226.233333333334
76,7097.433333333333
77,7272.08
78,6659.166666666667
79,4621.12
80,7017.74
81,9688.433333333332
82,6195.193333333334
83,4463.346666666666
84,6598.933333333333
85,5820.18
86,6304.706666666667
87,6387.886666666666
88,3884.0733333333333
89,7057.5
90,5703.373333333333
91,6997.2266666666665
92,6264.366666666667
93,3893.12
94,5984.533333333334
95,4882.48
96,7272.886666666666
97,8758.06
98,5011.053333333333
99,4776.08
100,5858.333333333333
101,5284.913333333333
102,4918.2733333333335
103,7461.3
104,6331.506666666667
105,7156.7733333333335
106,5879.06
107,4326.373333333333
108,7582.586666666667
109,8028.706666666667
110,7402.64
111,8060.82
112,7946.293333333333
113,5315.346666666666
114,8202.666666666666
115,5219.293333333333
116,7519.62
117,8894.653333333334
118,6376.14
119,9608.806666666667
120,7383.953333333333
121,7271.766666666666
122,5806.666666666667
123,7040.113333333334
124,8089.793333333333
125,5628.86
126,3803.4466666666667
127,5192.846666666666
128,7463.106666666667
129,5831.886666666666
130,4977.7
131,8148.2733333333335
132,6366.8
133,5251.8133333333335
134,5802.32
135,5027.86
136,6852.293333333333
137,6888.026666666667
138,6361.053333333333
139,5439.566666666667
140,4460.966666666666
141,6478.56
142,3907.8533333333335
143,6001.76
144,5287.793333333333
145,8609.526666666667
146,6267.746666666667
147,6187.486666666667
148,7672.753333333333
149,4738.826666666667
150,5553.786666666667
151,9276.94
152,6064.213333333333
153,7896.886666666666
154,7180.2266666666665
155,5792.706666666667
156,5780.606666666667
157,5047.833333333333
158,7588.986666666667
159,11058.9
160,6089.673333333333
161,3350.9
162,4727.166666666667
163,8145.026666666667
164,8782.84
165,6476.426666666666
166,7350.633333333333
167,4762.173333333333
168,5076.906666666667
169,3326.92
170,5016.213333333333
171,5825.746666666667
172,6287.42
173,7189.706666666667
174,8126.006666666667
175,7781.553333333333
176,8702.34
177,6765.32
178,3941.4533333333334
179,8765.013333333334
180,10186.833333333334
181,6650.7266666666665
182,7371.106666666667
183,4993.793333333333
184,6645.593333333333
185,4121.1
186,6962.42
187,5232.506666666667
188,8961.773333333333
189,7000.106666666667
190,8470.473333333333
191,8023.1
192,5117.033333333334
193,8544.566666666668
194,18132.16
195,9893.413333333334
196,5394.9
197,3052.4333333333334
198,5938.093333333333
199,9683.526666666667
200,5505.64
201,12376.826666666666
202,17690.68666666667
203,3635.9933333333333
